State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Tamil Nadu,Tiruchirappalli,Rabi,Limited Irrigation,Madhuri; Kaushal 3339; Prakash; Ganga Hybrid-101
Tamil Nadu,Tiruchirappalli,Summer,Irrigated,Madhuri; Hi-Starch; P2848W
Tamil Nadu,Tiruchirappalli,Summer,Rainfed,CO 6; Sugar 75
Tamil Nadu,Tiruchirappalli,Summer,Limited Irrigation,CO 6; P2809W; Him 123
Tamil Nadu,Tiruchirappalli,Early Kharif,Irrigated,COH(M) 8; DHM 115; DMRH-1308; Pearl Popcorn
Tamil Nadu,Tiruchirappalli,Early Kharif,Rainfed,COH(M) 8; DHM 115; Vijay; NMH-731
Tamil Nadu,Tiruchirappalli,Early Kharif,Limited Irrigation,COH(M) 8; Early Composite; Malwa King; DK-701
Tamil Nadu,Tiruchirappalli,Main Kharif,Irrigated,CO 6; Him 129; DMRH-1308; Almora Sweet Corn
Tamil Nadu,Tiruchirappalli,Main Kharif,Rainfed,Madhuri; HQPM-4; Amber
Tamil Nadu,Tiruchirappalli,Main Kharif,Limited Irrigation,CO 6; Him 128
Tamil Nadu,Tiruchirappalli,Late Kharif,Irrigated,Sugar 75; PMH-3; HQPM-7
Tamil Nadu,Tiruchirappalli,Late Kharif,Rainfed,COH(M) 8; Late varieties; Amber; HQPM-7
Tamil Nadu,Tiruchirappalli,Late Kharif,Limited Irrigation,CO 6; PMH-3; Malwa King
Tamil Nadu,Tiruchirappalli,Early Rabi,Irrigated,CO 6; Aadarsh 3636; CO 6
Tamil Nadu,Tiruchirappalli,Early Rabi,Rainfed,Sugar 75; P2809W; Diyara Composite; Pusa HM-9 Improved
Tamil Nadu,Tiruchirappalli,Early Rabi,Limited Irrigation,CO 6; CT 1188; Malwa King
Tamil Nadu,Tiruchirappalli,Main Rabi,Irrigated,COH(M) 8; HQPM-5; CO 6; Him 128
Tamil Nadu,Tiruchirappalli,Main Rabi,Rainfed,Sugar 75; Paravati
Tamil Nadu,Tiruchirappalli,Main Rabi,Limited Irrigation,Madhuri; Gujarat Anand White Maize Hybrid-2; DMRH-1305
Tamil Nadu,Tiruchirappalli,Late Rabi,Irrigated,COH(M) 8; Raakhi 1899; CO 6
Tamil Nadu,Tiruchirappalli,Late Rabi,Rainfed,COH(M) 8; Kaushal 3339; Diyara Composite
Tamil Nadu,Tiruchirappalli,Late Rabi,Limited Irrigation,CO 6; CT 7722; Prakash; Pearl Popcorn
Tamil Nadu,Thanjavur,Kharif,Irrigated,CO 6; CO 6; P2848W; MMH 133
Tamil Nadu,Thanjavur,Kharif,Rainfed,COH(M) 8; Bisco 855; Vijay
Tamil Nadu,Thanjavur,Kharif,Limited Irrigation,Madhuri; MM 9344
Tamil Nadu,Thanjavur,Rabi,Irrigated,COH(M) 8; DMRH-1308
Tamil Nadu,Thanjavur,Rabi,Rainfed,Sugar 75; CT 7722; Amber; Pusa Bio fortified Maize Hybrid-4
Tamil Nadu,Thanjavur,Rabi,Limited Irrigation,Sugar 75; DMRH-1308; Him 123; HM 4
Tamil Nadu,Thanjavur,Summer,Irrigated,Sugar 75; P2809W; P2848W
Tamil Nadu,Thanjavur,Summer,Rainfed,Sugar 75; Sugar 75; Amber
Tamil Nadu,Thanjavur,Summer,Limited Irrigation,CO 6; P2809W; DMRH-1305
Tamil Nadu,Thanjavur,Early Kharif,Irrigated,CO 6; DHM 115
Tamil Nadu,Thanjavur,Early Kharif,Rainfed,CO 6; Prakash; Aadarsh 3636
Tamil Nadu,Thanjavur,Early Kharif,Limited Irrigation,COH(M) 8; Early Composite; Malwa King; Ganga Hybrid-101
Tamil Nadu,Thanjavur,Main Kharif,Irrigated,Madhuri; DMRH-1308
Tamil Nadu,Thanjavur,Main Kharif,Rainfed,Madhuri; Him 128
Tamil Nadu,Thanjavur,Main Kharif,Limited Irrigation,COH(M) 8; HQPM-4
Tamil Nadu,Thanjavur,Late Kharif,Irrigated,COH(M) 8; NMH-731; CO 6; Bisco 855
Tamil Nadu,Thanjavur,Late Kharif,Rainfed,CO 6; PMH-3; Amber; Madhuri
Tamil Nadu,Thanjavur,Late Kharif,Limited Irrigation,COH(M) 8; Late varieties; Prakash
Tamil Nadu,Thanjavur,Early Rabi,Irrigated,Sugar 75; CT 1188
Tamil Nadu,Thanjavur,Early Rabi,Rainfed,CO 6; Aadarsh 3636; Vijay
Tamil Nadu,Thanjavur,Early Rabi,Limited Irrigation,COH(M) 8; P2809W; DMRH-1305; PR 132
Tamil Nadu,Thanjavur,Main Rabi,Irrigated,COH(M) 8; NMH-731
Tamil Nadu,Thanjavur,Main Rabi,Rainfed,COH(M) 8; Ganga Hybrid-1
Tamil Nadu,Thanjavur,Main Rabi,Limited Irrigation,CO 6; CP 988
Tamil Nadu,Thanjavur,Late Rabi,Irrigated,CO 6; Kaushal 3339; HQPM-7; DK-701
Tamil Nadu,Thanjavur,Late Rabi,Rainfed,Sugar 75; Raakhi 1899; Aadarsh 3636
Tamil Nadu,Thanjavur,Late Rabi,Limited Irrigation,COH(M) 8; CT 7722
Tamil Nadu,Tiruvarur,Kharif,Irrigated,CO 6; CO 6; CO 6
Tamil Nadu,Tiruvarur,Kharif,Rainfed,COH(M) 8; CO 6
Tamil Nadu,Tiruvarur,Kharif,Limited Irrigation,CO 6; Bisco 855
Tamil Nadu,Tiruvarur,Rabi,Irrigated,COH(M) 8; CT 7722
Tamil Nadu,Tiruvarur,Rabi,Rainfed,Sugar 75; P2848W; Amber; VL Baby corn 1
Tamil Nadu,Tiruvarur,Rabi,Limited Irrigation,Madhuri; P2848W; DMRH-1305; Ganga Hybrid-101
Tamil Nadu,Tiruvarur,Summer,Irrigated,Sugar 75; Hi-Starch; HQPM-7; PR 132
Tamil Nadu,Tiruvarur,Summer,Rainfed,COH(M) 8; Sugar 75; Diyara Composite; DMRH-1305
Tamil Nadu,Tiruvarur,Summer,Limited Irrigation,CO 6; P2809W; DMRH-1305
Tamil Nadu,Tiruvarur,Early Kharif,Irrigated,CO 6; Pusa Extra Early Hybrid Makka-5
Tamil Nadu,Tiruvarur,Early Kharif,Rainfed,COH(M) 8; Prakash; Amber
Tamil Nadu,Tiruvarur,Early Kharif,Limited Irrigation,COH(M) 8; Prakash; Malwa King; Pratap Makka-9
Tamil Nadu,Tiruvarur,Main Kharif,Irrigated,CO 6; PHB 30B50
Tamil Nadu,Tiruvarur,Main Kharif,Rainfed,Sugar 75; P2848W; Diyara Composite
Tamil Nadu,Tiruvarur,Main Kharif,Limited Irrigation,COH(M) 8; DK-701; Malwa King
Tamil Nadu,Tiruvarur,Late Kharif,Irrigated,COH(M) 8; NMH-731; HQPM-7
Tamil Nadu,Tiruvarur,Late Kharif,Rainfed,Madhuri; NMH-731; Aadarsh 3636; Gujarat Makai-6
Tamil Nadu,Tiruvarur,Late Kharif,Limited Irrigation,Sugar 75; PMH-3; DMRH-1305; J-1006
Tamil Nadu,Tiruvarur,Early Rabi,Irrigated,CO 6; P2809W; DMRH-1308; KMH-218 Plus
Tamil Nadu,Tiruvarur,Early Rabi,Rainfed,CO 6; P2809W; Diyara Composite; Kanchan
Tamil Nadu,Tiruvarur,Early Rabi,Limited Irrigation,CO 6; P2809W
Tamil Nadu,Tiruvarur,Main Rabi,Irrigated,Madhuri; CT 1188; P2848W; Partap Kanchan-2
Tamil Nadu,Tiruvarur,Main Rabi,Rainfed,CO 6; VL 42
Tamil Nadu,Tiruvarur,Main Rabi,Limited Irrigation,CO 6; HQPM-7; Prakash; Shaktiman-2
Tamil Nadu,Tiruvarur,Late Rabi,Irrigated,COH(M) 8; Raakhi 1899; CO 6
Tamil Nadu,Tiruvarur,Late Rabi,Rainfed,CO 6; Kaushal 3339; Amber
Tamil Nadu,Tiruvarur,Late Rabi,Limited Irrigation,CO 6; CT 7722; Him 123
Tamil Nadu,Nagapattinam,Kharif,Irrigated,Madhuri; DMRH-1301; DMRH-1308
Tamil Nadu,Nagapattinam,Kharif,Rainfed,COH(M) 8; Bisco 855; Diyara Composite; Bisco 555
Tamil Nadu,Nagapattinam,Kharif,Limited Irrigation,Sugar 75; CO 6; Him 123; African Tall
Tamil Nadu,Nagapattinam,Rabi,Irrigated,Madhuri; Kaushal 3339; P2848W
Tamil Nadu,Nagapattinam,Rabi,Rainfed,CO 6; CT 7722; Diyara Composite; Madhuri
Tamil Nadu,Nagapattinam,Rabi,Limited Irrigation,Madhuri; DMRH-1308
Tamil Nadu,Nagapattinam,Summer,Irrigated,CO 6; Sugar 75; HQPM-7; Agraj
Tamil Nadu,Nagapattinam,Summer,Rainfed,Madhuri; Hi-Starch
Tamil Nadu,Nagapattinam,Summer,Limited Irrigation,COH(M) 8; P2848W
Tamil Nadu,Nagapattinam,Early Kharif,Irrigated,CO 6; Prakash
Tamil Nadu,Nagapattinam,Early Kharif,Rainfed,CO 6; Prakash; Diyara Composite
Tamil Nadu,Nagapattinam,Early Kharif,Limited Irrigation,COH(M) 8; Pusa Extra Early Hybrid Makka-5; Him 123; Him 128
Tamil Nadu,Nagapattinam,Main Kharif,Irrigated,Madhuri; CO 6
Tamil Nadu,Nagapattinam,Main Kharif,Rainfed,CO 6; CO 6; Aadarsh 3636; Him 128
Tamil Nadu,Nagapattinam,Main Kharif,Limited Irrigation,CO 6; Shaktiman-3; DMRH-1305
Tamil Nadu,Nagapattinam,Late Kharif,Irrigated,COH(M) 8; Late varieties; P2848W; Himalayan 123
Tamil Nadu,Nagapattinam,Late Kharif,Rainfed,COH(M) 8; PMH-3; Amber
Tamil Nadu,Nagapattinam,Late Kharif,Limited Irrigation,Madhuri; NMH-731; Malwa King
Tamil Nadu,Nagapattinam,Early Rabi,Irrigated,Madhuri; P2809W; CO 6
Tamil Nadu,Nagapattinam,Early Rabi,Rainfed,Sugar 75; CT 1188; Diyara Composite
Tamil Nadu,Nagapattinam,Early Rabi,Limited Irrigation,COH(M) 8; Aadarsh 3636
Tamil Nadu,Nagapattinam,Main Rabi,Irrigated,COH(M) 8; HQPM-4; P2848W; Amber Popcorn
Tamil Nadu,Nagapattinam,Main Rabi,Rainfed,CO 6; PFM-66
Tamil Nadu,Nagapattinam,Main Rabi,Limited Irrigation,Madhuri; Agraj; Prakash; Ganga Safed-2
Tamil Nadu,Nagapattinam,Late Rabi,Irrigated,CO 6; Kaushal 3339; DMRH-1308
Tamil Nadu,Nagapattinam,Late Rabi,Rainfed,COH(M) 8; CT 7722; Diyara Composite
Tamil Nadu,Nagapattinam,Late Rabi,Limited Irrigation,CO 6; Raakhi 1899; Prakash; Ganga-5
Tamil Nadu,Pudukkottai,Kharif,Irrigated,CO 6; MM 9344
Tamil Nadu,Pudukkottai,Kharif,Rainfed,COH(M) 8; MM 9344
Tamil Nadu,Pudukkottai,Kharif,Limited Irrigation,Sugar 75; MM 9344
Tamil Nadu,Pudukkottai,Rabi,Irrigated,COH(M) 8; DMRH-1308; DMRH-1308; Deccan Hybrid
Tamil Nadu,Pudukkottai,Rabi,Rainfed,Madhuri; P2848W
Tamil Nadu,Pudukkottai,Rabi,Limited Irrigation,CO 6; Kaushal 3339; DMRH-1305; P3506W
Tamil Nadu,Pudukkottai,Summer,Irrigated,Madhuri; P2848W; HQPM-7; COH(M) 8
Tamil Nadu,Pudukkottai,Summer,Rainfed,CO 6; Sugar 75; Vijay
Tamil Nadu,Pudukkottai,Summer,Limited Irrigation,Madhuri; Hi-Starch; Him 123; PEH-1
Tamil Nadu,Pudukkottai,Early Kharif,Irrigated,Madhuri; Prakash
Tamil Nadu,Pudukkottai,Early Kharif,Rainfed,CO 6; Prakash
Tamil Nadu,Pudukkottai,Early Kharif,Limited Irrigation,CO 6; DHM 115; Malwa King; HQPM-28
Tamil Nadu,Pudukkottai,Main Kharif,Irrigated,Sugar 75; Shaktiman-2
Tamil Nadu,Pudukkottai,Main Kharif,Rainfed,Sugar 75; VL Popcorn; Diyara Composite
Tamil Nadu,Pudukkottai,Main Kharif,Limited Irrigation,COH(M) 8; African Tall; Him 123; DMRH-1301
Tamil Nadu,Pudukkottai,Late Kharif,Irrigated,COH(M) 8; NMH-731; DMRH-1308
Tamil Nadu,Pudukkottai,Late Kharif,Rainfed,CO 6; Late varieties; Diyara Composite
Tamil Nadu,Pudukkottai,Late Kharif,Limited Irrigation,COH(M) 8; NMH-731
Tamil Nadu,Pudukkottai,Early Rabi,Irrigated,CO 6; Aadarsh 3636; HQPM-7
Tamil Nadu,Pudukkottai,Early Rabi,Rainfed,COH(M) 8; P2809W; Amber
Tamil Nadu,Pudukkottai,Early Rabi,Limited Irrigation,Sugar 75; CT 1188
Tamil Nadu,Pudukkottai,Main Rabi,Irrigated,Sugar 75; PMH-3; DMRH-1308
Tamil Nadu,Pudukkottai,Main Rabi,Rainfed,COH(M) 8; Early Composite; Aadarsh 3636; Himalayan 123
Tamil Nadu,Pudukkottai,Main Rabi,Limited Irrigation,CO 6; Ganga-5; Prakash; VL 42
Tamil Nadu,Pudukkottai,Late Rabi,Irrigated,Madhuri; CT 7722
Tamil Nadu,Pudukkottai,Late Rabi,Rainfed,CO 6; Raakhi 1899; Amber; Partap Kanchan-2
Tamil Nadu,Pudukkottai,Late Rabi,Limited Irrigation,CO 6; Kaushal 3339; Malwa King
Tamil Nadu,Sivaganga,Kharif,Irrigated,CO 6; DMRH-1301; CO 6; Pusa Vivek QPM9 Improved
Tamil Nadu,Sivaganga,Kharif,Rainfed,CO 6; MM 9344
Tamil Nadu,Sivaganga,Kharif,Limited Irrigation,COH(M) 8; MM 9344; Prakash; Vikram
Tamil Nadu,Sivaganga,Rabi,Irrigated,COH(M) 8; P2848W; DMRH-1308
Tamil Nadu,Sivaganga,Rabi,Rainfed,Madhuri; Kaushal 3339; Amber
Tamil Nadu,Sivaganga,Rabi,Limited Irrigation,CO 6; DMRH-1308; DMRH-1305; Kissan Composite
Tamil Nadu,Sivaganga,Summer,Irrigated,Madhuri; P2848W; P2848W
Tamil Nadu,Sivaganga,Summer,Rainfed,COH(M) 8; Sugar 75; Vijay
Tamil Nadu,Sivaganga,Summer,Limited Irrigation,Sugar 75; P2809W
Tamil Nadu,Sivaganga,Early Kharif,Irrigated,Sugar 75; Pusa Extra Early Hybrid Makka-5
Tamil Nadu,Sivaganga,Early Kharif,Rainfed,CO 6; Early Composite; Vijay; Kishan
Tamil Nadu,Sivaganga,Early Kharif,Limited Irrigation,CO 6; Pusa Extra Early Hybrid Makka-5; Prakash
Tamil Nadu,Sivaganga,Main Kharif,Irrigated,Madhuri; Maize Hybrid AH-58; CO 6; Amber
Tamil Nadu,Sivaganga,Main Kharif,Rainfed,Madhuri; Ganga-5; Vijay; Him 128
Tamil Nadu,Sivaganga,Main Kharif,Limited Irrigation,Sugar 75; Gujarat Makai-6; Him 123; Jawahar
Tamil Nadu,Sivaganga,Late Kharif,Irrigated,CO 6; PMH-3; DMRH-1308; HQPM-1
Tamil Nadu,Sivaganga,Late Kharif,Rainfed,COH(M) 8; NMH-731; Amber; Rattan
Tamil Nadu,Sivaganga,Late Kharif,Limited Irrigation,COH(M) 8; PMH-3
Tamil Nadu,Sivaganga,Early Rabi,Irrigated,Madhuri; Aadarsh 3636
Tamil Nadu,Sivaganga,Early Rabi,Rainfed,CO 6; Aadarsh 3636; Aadarsh 3636; VL Popcorn
Tamil Nadu,Sivaganga,Early Rabi,Limited Irrigation,CO 6; CT 1188
Tamil Nadu,Sivaganga,Main Rabi,Irrigated,COH(M) 8; Him 128; HQPM-7
Tamil Nadu,Sivaganga,Main Rabi,Rainfed,COH(M) 8; African Tall; Diyara Composite
Tamil Nadu,Sivaganga,Main Rabi,Limited Irrigation,COH(M) 8; HM 4; DMRH-1305; Him 129
Tamil Nadu,Sivaganga,Late Rabi,Irrigated,Sugar 75; Kaushal 3339; P2848W; Rajendra Makka-1
Tamil Nadu,Sivaganga,Late Rabi,Rainfed,Madhuri; CT 7722; Vijay
Tamil Nadu,Sivaganga,Late Rabi,Limited Irrigation,Madhuri; Raakhi 1899; Prakash; Gujarat Makai-6
Tamil Nadu,Madurai,Kharif,Irrigated,Sugar 75; DMRH-1301; CO 6; Madhuri
Tamil Nadu,Madurai,Kharif,Rainfed,CO 6; CO 6; Vijay; VL 42
Tamil Nadu,Madurai,Kharif,Limited Irrigation,COH(M) 8; CO 6; Prakash; Partap Kanchan-2
Tamil Nadu,Madurai,Rabi,Irrigated,COH(M) 8; CT 7722; CO 6; Bisco 855
Tamil Nadu,Madurai,Rabi,Rainfed,Sugar 75; CT 7722; Vijay; Rattan
Tamil Nadu,Madurai,Rabi,Limited Irrigation,Madhuri; Kaushal 3339
Tamil Nadu,Madurai,Summer,Irrigated,Madhuri; Sugar 75
Tamil Nadu,Madurai,Summer,Rainfed,Madhuri; P2848W; Vijay
Tamil Nadu,Madurai,Summer,Limited Irrigation,Sugar 75; P2809W
Tamil Nadu,Madurai,Early Kharif,Irrigated,CO 6; Early Composite
Tamil Nadu,Madurai,Early Kharif,Rainfed,CO 6; Early Composite
Tamil Nadu,Madurai,Early Kharif,Limited Irrigation,COH(M) 8; DHM 115
Tamil Nadu,Madurai,Main Kharif,Irrigated,COH(M) 8; Him 128; DMRH-1308; VL 42
Tamil Nadu,Madurai,Main Kharif,Rainfed,Sugar 75; Deccan Hybrid; Vijay; PR 132
Tamil Nadu,Madurai,Main Kharif,Limited Irrigation,Madhuri; BPCH 6; DMRH-1305
Tamil Nadu,Madurai,Late Kharif,Irrigated,COH(M) 8; Late varieties
Tamil Nadu,Madurai,Late Kharif,Rainfed,COH(M) 8; Late varieties; Amber
Tamil Nadu,Madurai,Late Kharif,Limited Irrigation,CO 6; Late varieties; Him 123
Tamil Nadu,Madurai,Early Rabi,Irrigated,CO 6; P2809W; DMRH-1308; LQMH-1
Tamil Nadu,Madurai,Early Rabi,Rainfed,Sugar 75; P2809W; Amber
Tamil Nadu,Madurai,Early Rabi,Limited Irrigation,COH(M) 8; P2809W
Tamil Nadu,Madurai,Main Rabi,Irrigated,COH(M) 8; HQPM-7
Tamil Nadu,Madurai,Main Rabi,Rainfed,CO 6; Pusa HM4 Improved
Tamil Nadu,Madurai,Main Rabi,Limited Irrigation,CO 6; NAH-2049; DMRH-1305
Tamil Nadu,Madurai,Late Rabi,Irrigated,CO 6; Raakhi 1899
Tamil Nadu,Madurai,Late Rabi,Rainfed,CO 6; Kaushal 3339
Tamil Nadu,Madurai,Late Rabi,Limited Irrigation,Sugar 75; Kaushal 3339; Him 123
Tamil Nadu,Theni,Kharif,Irrigated,Madhuri; DMRH-1301; HQPM-7
Tamil Nadu,Theni,Kharif,Rainfed,Sugar 75; MM 9344
Tamil Nadu,Theni,Kharif,Limited Irrigation,COH(M) 8; MM 9344; Malwa King
Tamil Nadu,Theni,Rabi,Irrigated,Sugar 75; DMRH-1308
Tamil Nadu,Theni,Rabi,Rainfed,Sugar 75; DMRH-1308
Tamil Nadu,Theni,Rabi,Limited Irrigation,Sugar 75; DMRH-1308
Tamil Nadu,Theni,Summer,Irrigated,COH(M) 8; Sugar 75; CO 6
Tamil Nadu,Theni,Summer,Rainfed,CO 6; P2848W; Vijay; PMH-3
Tamil Nadu,Theni,Summer,Limited Irrigation,COH(M) 8; P2809W; DMRH-1305
Tamil Nadu,Theni,Early Kharif,Irrigated,Sugar 75; Pusa Extra Early Hybrid Makka-5; CO 6
Tamil Nadu,Theni,Early Kharif,Rainfed,COH(M) 8; DHM 115
Tamil Nadu,Theni,Early Kharif,Limited Irrigation,COH(M) 8; Early Composite
Tamil Nadu,Theni,Main Kharif,Irrigated,Madhuri; HQPM-4; DMRH-1308
Tamil Nadu,Theni,Main Kharif,Rainfed,Madhuri; VL Popcorn; Aadarsh 3636
Tamil Nadu,Theni,Main Kharif,Limited Irrigation,CO 6; CP 988; Him 123; VL Popcorn
Tamil Nadu,Theni,Late Kharif,Irrigated,COH(M) 8; NMH-731; P2848W
Tamil Nadu,Theni,Late Kharif,Rainfed,COH(M) 8; NMH-731
Tamil Nadu,Theni,Late Kharif,Limited Irrigation,Sugar 75; PMH-3; DMRH-1305; Deccan Hybrid
Tamil Nadu,Theni,Early Rabi,Irrigated,Sugar 75; P2809W
Tamil Nadu,Theni,Early Rabi,Rainfed,Sugar 75; CT 1188; Amber
Tamil Nadu,Theni,Early Rabi,Limited Irrigation,COH(M) 8; P2809W; DMRH-1305; Vikram
Tamil Nadu,Theni,Main Rabi,Irrigated,CO 6; Pusa Vivek QPM9 Improved; P2848W
Tamil Nadu,Theni,Main Rabi,Rainfed,Sugar 75; PEH-2
Tamil Nadu,Theni,Main Rabi,Limited Irrigation,CO 6; DMRH-1305; Prakash; Pratap Makka-9
Tamil Nadu,Theni,Late Rabi,Irrigated,COH(M) 8; Raakhi 1899
Tamil Nadu,Theni,Late Rabi,Rainfed,Sugar 75; Raakhi 1899; Diyara Composite; Almora Sweet Corn
Tamil Nadu,Theni,Late Rabi,Limited Irrigation,Sugar 75; Raakhi 1899; Malwa King; HM 4
Uttar Pradesh,Meerut,Kharif,Irrigated,Pusa HM-9 Improved; DMRH-1301; CO 6; CP 999
Uttar Pradesh,Meerut,Kharif,Rainfed,KMH-3426; Bisco 855
Uttar Pradesh,Meerut,Kharif,Limited Irrigation,KMH-3426; DMRH-1301; Him 123
Uttar Pradesh,Meerut,Rabi,Irrigated,KMH-218 Plus; P2848W; CO 6
Uttar Pradesh,Meerut,Rabi,Rainfed,KMH-3426; P2848W; Aadarsh 3636; P3506W
Uttar Pradesh,Meerut,Rabi,Limited Irrigation,KMH-3426; CT 7722; DMRH-1305; Ganga-5
Uttar Pradesh,Meerut,Summer,Irrigated,HM-10; P2809W; CO 6
Uttar Pradesh,Meerut,Summer,Rainfed,KMH-3426; Hi-Starch; Vijay; Rattan
Uttar Pradesh,Meerut,Summer,Limited Irrigation,HM-10; Sugar 75; Him 123; Naveen Composite
Uttar Pradesh,Meerut,Early Kharif,Irrigated,KMH-218 Plus; Prakash; DMRH-1308; CP 988
Uttar Pradesh,Meerut,Early Kharif,Rainfed,KMH-3426; Early Composite
Uttar Pradesh,Meerut,Early Kharif,Limited Irrigation,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5; Him 123
Uttar Pradesh,Meerut,Main Kharif,Irrigated,HM-10; HQPM-7
Uttar Pradesh,Meerut,Main Kharif,Rainfed,KMH-3426; Bisco X 5129
Uttar Pradesh,Meerut,Main Kharif,Limited Irrigation,HM-10; J-1006; Him 123; Diyara Composite
Uttar Pradesh,Meerut,Late Kharif,Irrigated,KMH-218 Plus; PMH-3
Uttar Pradesh,Meerut,Late Kharif,Rainfed,HM-10; NMH-731; Diyara Composite
Uttar Pradesh,Meerut,Late Kharif,Limited Irrigation,KMH-3426; Late varieties; DMRH-1305; LQMH-1
Uttar Pradesh,Meerut,Early Rabi,Irrigated,KMH-3426; CT 1188; P2848W
Uttar Pradesh,Meerut,Early Rabi,Rainfed,KMH-218 Plus; Aadarsh 3636
Uttar Pradesh,Meerut,Early Rabi,Limited Irrigation,Pusa HM-9 Improved; Aadarsh 3636; Prakash; KMH-218 Plus
Uttar Pradesh,Meerut,Main Rabi,Irrigated,KMH-218 Plus; Sugar 75; P2848W
Uttar Pradesh,Meerut,Main Rabi,Rainfed,HM-10; Amber Popcorn; Amber
Uttar Pradesh,Meerut,Main Rabi,Limited Irrigation,KMH-218 Plus; Ganga Safed-2
Uttar Pradesh,Meerut,Late Rabi,Irrigated,KMH-218 Plus; CT 7722; CO 6; PMH-3
Uttar Pradesh,Meerut,Late Rabi,Rainfed,HM-10; Raakhi 1899
Uttar Pradesh,Meerut,Late Rabi,Limited Irrigation,KMH-218 Plus; Kaushal 3339
Uttar Pradesh,Ghaziabad,Kharif,Irrigated,KMH-218 Plus; MM 9344; P2848W
Uttar Pradesh,Ghaziabad,Kharif,Rainfed,HM-10; CO 6; Vijay
Uttar Pradesh,Ghaziabad,Kharif,Limited Irrigation,HM-10; CO 6
Uttar Pradesh,Ghaziabad,Rabi,Irrigated,KMH-218 Plus; Kaushal 3339; CO 6
Uttar Pradesh,Ghaziabad,Rabi,Rainfed,KMH-218 Plus; CT 7722; Amber
Uttar Pradesh,Ghaziabad,Rabi,Limited Irrigation,HM-10; DMRH-1308; Malwa King; Chandramani
Uttar Pradesh,Ghaziabad,Summer,Irrigated,KMH-218 Plus; Sugar 75; DMRH-1308
Uttar Pradesh,Ghaziabad,Summer,Rainfed,Pusa HM-9 Improved; P2809W; Diyara Composite; Amber
Uttar Pradesh,Ghaziabad,Summer,Limited Irrigation,HM-10; Sugar 75; DMRH-1305
Uttar Pradesh,Ghaziabad,Early Kharif,Irrigated,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Ghaziabad,Early Kharif,Rainfed,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5
Uttar Pradesh,Ghaziabad,Early Kharif,Limited Irrigation,KMH-3426; DHM 115; Him 123; Paravati
Uttar Pradesh,Ghaziabad,Main Kharif,Irrigated,HM-10; Raakhi 1899; P2848W; Prakash
Uttar Pradesh,Ghaziabad,Main Kharif,Rainfed,HM-10; Pusa Bio fortified Maize Hybrid-4; Diyara Composite; Rattan
Uttar Pradesh,Ghaziabad,Main Kharif,Limited Irrigation,HM-10; Pratap Makka-9
Uttar Pradesh,Ghaziabad,Late Kharif,Irrigated,Pusa HM-9 Improved; PMH-3; DMRH-1308; Pearl Popcorn
Uttar Pradesh,Ghaziabad,Late Kharif,Rainfed,KMH-218 Plus; NMH-731
Uttar Pradesh,Ghaziabad,Late Kharif,Limited Irrigation,HM-10; Late varieties
Uttar Pradesh,Ghaziabad,Early Rabi,Irrigated,KMH-3426; P2809W
Uttar Pradesh,Ghaziabad,Early Rabi,Rainfed,KMH-218 Plus; CT 1188
Uttar Pradesh,Ghaziabad,Early Rabi,Limited Irrigation,HM-10; CT 1188; Him 123
Uttar Pradesh,Ghaziabad,Main Rabi,Irrigated,Pusa HM-9 Improved; Ganga Hybrid-1
Uttar Pradesh,Ghaziabad,Main Rabi,Rainfed,HM-10; Pratap Hybrid Maize-1; Diyara Composite; Partap Kanchan-2
Uttar Pradesh,Ghaziabad,Main Rabi,Limited Irrigation,Pusa HM-9 Improved; Malwa King; Him 123
Uttar Pradesh,Ghaziabad,Late Rabi,Irrigated,Pusa HM-9 Improved; Raakhi 1899; HQPM-7; Gujarat Makai-6
Uttar Pradesh,Ghaziabad,Late Rabi,Rainfed,Pusa HM-9 Improved; Raakhi 1899; Diyara Composite
Uttar Pradesh,Ghaziabad,Late Rabi,Limited Irrigation,KMH-3426; CT 7722; DMRH-1305; DMRH-1301
Uttar Pradesh,Gautam Buddha Nagar,Kharif,Irrigated,KMH-3426; CO 6; DMRH-1308
Uttar Pradesh,Gautam Buddha Nagar,Kharif,Rainfed,KMH-3426; CO 6; Amber; HM-10
Uttar Pradesh,Gautam Buddha Nagar,Kharif,Limited Irrigation,KMH-218 Plus; DMRH-1301; Him 123; PEH-2
Uttar Pradesh,Gautam Buddha Nagar,Rabi,Irrigated,Pusa HM-9 Improved; CT 7722; CO 6; Bisco X 5129
Uttar Pradesh,Gautam Buddha Nagar,Rabi,Rainfed,Pusa HM-9 Improved; CT 7722
Uttar Pradesh,Gautam Buddha Nagar,Rabi,Limited Irrigation,Pusa HM-9 Improved; P2848W
Uttar Pradesh,Gautam Buddha Nagar,Summer,Irrigated,KMH-3426; P2848W; P2848W; CP 988
Uttar Pradesh,Gautam Buddha Nagar,Summer,Rainfed,HM-10; Hi-Starch; Aadarsh 3636
Uttar Pradesh,Gautam Buddha Nagar,Summer,Limited Irrigation,KMH-218 Plus; Hi-Starch
Uttar Pradesh,Gautam Buddha Nagar,Early Kharif,Irrigated,Pusa HM-9 Improved; Pusa Extra Early Hybrid Makka-5
